DateOfDeparture,Dayofweek,DepArr,log_PAX,Departure,Arrival,WeeksToDeparture,std_wtd
2012/10/15,1,DENSFO,11.62702485,DEN,SFO,10.85,8.001809006
2012/10/15,1,SFOATL,11.05357334,SFO,ATL,11.75,9.051783394
2012/10/15,1,ORDDEN,11.21998724,ORD,DEN,11.6,10.98515745
2012/10/15,1,ORDBOS,12.28818813,ORD,BOS,14.8,12.1449578
2012/10/15,1,ORDLGA,13.86801159,ORD,LGA,11.04347826,8.514577131
2012/10/15,1,SFOBOS,11.62702485,SFO,BOS,12.58333333,8.806700348
2012/10/15,1,BOSORD,12.48750264,BOS,ORD,11.80952381,9.841844581
2012/10/15,1,LGADFW,12.02997095,LGA,DFW,13.64,11.49956521
2012/10/15,1,MIAATL,10.66211806,MIA,ATL,11.22727273,8.1119067
2012/10/15,1,IAHLAX,10.87084226,IAH,LAX,9.85,6.547598997
2012/10/15,1,SEALAX,11.62336445,SEA,LAX,16.16666667,12.92173612
2012/10/16,2,LAXSFO,12.87157256,LAX,SFO,15.03448276,11.91482498
2012/10/16,2,ATLEWR,10.99291838,ATL,EWR,9,8.522030275
2012/10/16,2,DFWLGA,11.43053004,DFW,LGA,10.5,6.49358658
2012/10/16,2,PHLATL,11.47866112,PHL,ATL,9.470588235,7.633132115
2012/10/16,2,SFOATL,10.4615289,SFO,ATL,9.631578947,8.334736724
2012/10/16,2,PHXORD,10.63741603,PHX,ORD,11.45454545,8.353654876
2012/10/16,2,DENATL,10.33432217,DEN,ATL,9,7.449832213
2012/10/16,2,MIALGA,11.05357334,MIA,LGA,14.84615385,12.24970957
2012/10/16,2,DENORD,11.02349244,DEN,ORD,9,7.062223446
2012/10/16,2,PHLDFW,10.65597315,PHL,DFW,7.4,4.99714204
2012/10/16,2,BOSLGA,13.14668937,BOS,LGA,8.142857143,9.020124021
2012/10/16,2,DFWATL,11.70578793,DFW,ATL,8.611111111,6.878259774
2012/10/16,2,LGACLT,11.49050228,LGA,CLT,8.882352941,6.660352402
2012/10/16,2,ATLMCO,12.07652502,ATL,MCO,12.85185185,9.550286761
2012/10/16,2,SFODFW,11.04859343,SFO,DFW,14.41666667,10.97790931
2012/10/16,2,IAHLAX,10.42008329,IAH,LAX,11.43478261,7.530701325
2012/10/16,2,MIAJFK,9.695070927,MIA,JFK,13.875,10.69055861
2012/10/16,2,LAXLAS,11.16926784,LAX,LAS,17.83870968,12.87917382
2012/10/17,3,ORDDFW,12.47361938,ORD,DFW,10.13636364,7.716990868
2012/10/17,3,LAXEWR,10.96705145,LAX,EWR,12.26086957,8.619309144
2012/10/17,3,ATLLGA,12.72526319,ATL,LGA,11.0952381,10.74199591
2012/10/17,3,PHLMCO,10.95660338,PHL,MCO,15.13333333,9.740542127
2012/10/17,3,LGADTW,10.98777361,LGA,DTW,9.555555556,7.02283856
2012/10/17,3,DENSEA,10.59973847,DEN,SEA,10.85714286,8.026741022
2012/10/17,3,DTWLGA,11.22453043,DTW,LGA,9.857142857,7.60450994
2012/10/17,3,ORDIAH,10.72247853,ORD,IAH,10.42105263,7.726691037
2012/10/17,3,LASORD,11.40599054,LAS,ORD,14,10.33053726
2012/10/17,3,DFWORD,12.65073704,DFW,ORD,9.789473684,7.036247006
2012/10/17,3,LGAATL,12.85839246,LGA,ATL,10.57142857,8.623058788
2012/10/17,3,BOSORD,12.29075168,BOS,ORD,11.33333333,9.307702903
2012/10/17,3,BOSSFO,11.48261653,BOS,SFO,13.16666667,9.747537779
2012/10/17,3,LAXLAS,11.61233993,LAX,LAS,18.66666667,12.19601809
2012/10/17,3,ORDEWR,12.23879913,ORD,EWR,10.35,7.942391261
2012/10/17,3,ATLDTW,11.02349244,ATL,DTW,9.944444444,9.103795086
2012/10/17,3,JFKLAS,11.33037305,JFK,LAS,18.68571429,12.50593137
2012/10/17,3,IAHORD,10.99291838,IAH,ORD,8.875,6.984506664
2012/10/18,4,ORDSFO,12.42181117,ORD,SFO,14.4137931,9.344659443
2012/10/18,4,ORDIAH,11.16458785,ORD,IAH,10.68421053,8.907254419
2012/10/18,4,PHLDFW,11.01335667,PHL,DFW,8.823529412,6.156655891
2012/10/18,4,ORDDFW,12.84321455,ORD,DFW,12.30769231,8.92533128
2012/10/18,4,LGAMIA,11.28260622,LGA,MIA,13.57692308,9.749556203
2012/10/18,4,EWRLAX,10.71056171,EWR,LAX,14.6,11.81101181
2012/10/18,4,JFKLAS,11.52558123,JFK,LAS,19.32432432,12.8085346
2012/10/18,4,EWRMCO,10.67434745,EWR,MCO,18.16666667,11.47294955
2012/10/18,4,LASDFW,10.89265509,LAS,DFW,12.86363636,11.09824291
2012/10/18,4,SFODFW,11.36435988,SFO,DFW,13.5,11.0138253
2012/10/18,4,BOSLAX,11.15989608,BOS,LAX,13.34615385,9.151796797
2012/10/18,4,LAXBOS,11.73016705,LAX,BOS,11.52173913,7.692201276
2012/10/18,4,ORDLAS,11.21086754,ORD,LAS,13.93103448,9.848607713
2012/10/18,4,DFWPHL,10.85431356,DFW,PHL,6.714285714,4.598136268
2012/10/19,5,BOSEWR,11.20629091,BOS,EWR,13.26086957,10.72048757
2012/10/19,5,ATLMSP,11.11713044,ATL,MSP,10.76190476,7.502697927
2012/10/19,5,ATLEWR,11.26492859,ATL,EWR,9.894736842,7.430378612
2012/10/19,5,JFKSFO,12.69457173,JFK,SFO,19.21621622,12.28625052
2012/10/19,5,DENDFW,11.62336445,DEN,DFW,11,8.765962883
2012/10/19,5,DENLAX,11.35168729,DEN,LAX,11.75,7.478955984
2012/10/19,5,EWRLAX,10.44781578,EWR,LAX,14,11.08857618
2012/10/19,5,LAXSEA,11.31314452,LAX,SEA,12,10.22474716
2012/10/19,5,EWRMCO,10.77518151,EWR,MCO,13.89285714,8.845753473
2012/10/19,5,ATLDTW,11.19249325,ATL,DTW,12.54545455,9.323433216
2012/10/19,5,MSPORD,11.97616984,MSP,ORD,11.86363636,9.28539793
2012/10/19,5,LAXSFO,12.95952485,LAX,SFO,16.71875,12.36862413
2012/10/19,5,SFOJFK,12.75745343,SFO,JFK,19.23076923,13.02115998
2012/10/19,5,ORDPHX,11.03357341,ORD,PHX,10.55,8.834591105
2012/10/19,5,SFOATL,11.08806529,SFO,ATL,12.0952381,9.863593472
2012/10/20,6,LAXSFO,11.86689314,LAX,SFO,16.76470588,11.60213884
2012/10/20,6,LAXLAS,11.61602201,LAX,LAS,17.75,13.48595446
2012/10/20,6,ATLMSP,9.476695944,ATL,MSP,10.8,8.513765943
2012/10/20,6,ATLDEN,9.499720628,ATL,DEN,8.9,6.414621456
2012/10/20,6,DENATL,9.775731099,DEN,ATL,11.59090909,10.21044792
2012/10/20,6,SFOEWR,10.1337598,SFO,EWR,13.625,11.08784097
2012/10/20,6,SFOSEA,10.42008329,SFO,SEA,16.64285714,13.05604525
2012/10/20,6,ORDPHX,10.05898461,ORD,PHX,10.6,8.331297997
2012/10/20,6,BOSSFO,10.55479712,BOS,SFO,12.29166667,8.503089805
2012/10/20,6,ATLLGA,10.89806866,ATL,LGA,11.59090909,10.37698502
2012/10/20,6,ORDEWR,10.09258868,ORD,EWR,12.6,9.768145508
2012/10/20,6,ORDBOS,10.52862159,ORD,BOS,13.6,10.9163486
2012/10/21,7,PHLBOS,10.26730984,PHL,BOS,8.0625,5.790437519
2012/10/21,7,DENMSP,10.80382993,DEN,MSP,12.86363636,10.40739414
2012/10/21,7,BOSLAX,11.42646248,BOS,LAX,13.89285714,8.841565496
2012/10/21,7,DFWORD,12.14424716,DFW,ORD,12.44,8.256714439
2012/10/21,7,DENATL,10.85431356,DEN,ATL,7.555555556,5.249338583
2012/10/21,7,DENLAS,10.98777361,DEN,LAS,14.62962963,10.02745519
2012/10/21,7,MCOATL,10.97744131,MCO,ATL,13.67857143,10.02239556
2012/10/21,7,DFWATL,11.35592107,DFW,ATL,9,8.683994744
2012/10/21,7,ATLDEN,10.74608613,ATL,DEN,9.421052632,6.423185342
2012/10/21,7,ATLPHL,11.45875724,ATL,PHL,10.77272727,8.624062782
2012/10/21,7,SEASFO,10.91956718,SEA,SFO,14.08333333,11.65413406
2012/10/21,7,PHLMCO,11.89877385,PHL,MCO,17.08823529,10.78261127
2012/10/21,7,MIALGA,11.35168729,MIA,LGA,15.32142857,11.30733479
2012/10/21,7,IAHORD,10.70457462,IAH,ORD,10.18181818,7.320137675
2012/10/21,7,LAXDEN,10.96705145,LAX,DEN,11.95652174,8.363765251
2012/10/21,7,ATLLGA,12.30859847,ATL,LGA,11.625,8.884830746
2012/10/21,7,DTWLGA,11.20170302,DTW,LGA,14.46666667,10.46416985
2012/10/22,1,SFODFW,11.4667443,SFO,DFW,12.36363636,9.824873461
2012/10/22,1,ATLBOS,11.91451213,ATL,BOS,10.5,8.134289561
2012/10/22,1,DFWLGA,11.90823275,DFW,LGA,11.75,9.486139473
2012/10/22,1,DENORD,11.15989608,DEN,ORD,10.11764706,8.950435415
2012/10/22,1,LAXIAH,10.61238242,LAX,IAH,8.736842105,6.942958905
2012/10/22,1,ATLCLT,11.14101009,ATL,CLT,10.05263158,7.691797104
2012/10/22,1,DFWLAS,11.21543297,DFW,LAS,11.77272727,8.32055297
2012/10/22,1,MCOPHL,10.69856825,MCO,PHL,17.09375,10.36233681
2012/10/22,1,DTWATL,11.01843144,DTW,ATL,9.888888889,7.984462035
2012/10/22,1,ATLLAX,12.02111119,ATL,LAX,14.55555556,12.15076235
2012/10/22,1,MIAJFK,10.34162149,MIA,JFK,12.84,10.29838175
2012/10/22,1,ORDMSP,12.73739973,ORD,MSP,10.9,9.019861126
2012/10/22,1,ATLMCO,12.73134133,ATL,MCO,16.87096774,12.66160057
2012/10/22,1,PHLBOS,11.54478815,PHL,BOS,6.615384615,4.874054806
2012/10/22,1,LAXJFK,13.34900314,LAX,JFK,18.52631579,12.62930278
2012/10/22,1,PHXDEN,10.5933842,PHX,DEN,7.352941176,5.476554305
2012/10/23,2,SEASFO,11.43863865,SEA,SFO,14.86956522,12.46195792
2012/10/23,2,ATLMCO,12.2804763,ATL,MCO,15.46666667,11.69949405
2012/10/23,2,JFKMCO,10.27487567,JFK,MCO,17.13333333,11.99060935
2012/10/23,2,BOSORD,12.43371278,BOS,ORD,10.65,7.761409259
2012/10/23,2,PHLORD,12.0879842,PHL,ORD,8,5.391351098
2012/10/24,3,LASJFK,11.40186904,LAS,JFK,14.03571429,8.971073444
2012/10/24,3,ORDLAX,12.39050678,ORD,LAX,16.55172414,12.26372761
2012/10/24,3,LASSFO,11.56001253,LAS,SFO,14.96153846,11.44196056
2012/10/24,3,LGAMIA,11.04859343,LGA,MIA,10.3,7.581834246
2012/10/24,3,SFOORD,12.19077135,SFO,ORD,12.92307692,8.447120584
2012/10/24,3,SEALAX,10.9408207,SEA,LAX,13.32,11.44450378
2012/10/24,3,EWRORD,11.92389175,EWR,ORD,10.3,7.342020373
2012/10/24,3,ORDMSP,12.65706257,ORD,MSP,9.888888889,9.074131875
2012/10/24,3,PHLMCO,10.71652964,PHL,MCO,17.5,12.21580151
2012/10/24,3,MSPDEN,10.94609644,MSP,DEN,9.666666667,7.16472842
2012/10/24,3,DFWLGA,11.67753018,DFW,LGA,12.28571429,10.43620073
2012/10/24,3,LGADFW,11.80477603,LGA,DFW,9.789473684,7.828572648
2012/10/24,3,ATLDFW,12.00027325,ATL,DFW,9.111111111,6.461550432
2012/10/24,3,EWRMCO,10.6186724,EWR,MCO,15.17857143,11.03212001
2012/10/24,3,ORDIAH,10.99804899,ORD,IAH,11.28571429,8.426997432
2012/10/24,3,ATLMIA,10.98777361,ATL,MIA,15.44827586,11.29344376
2012/10/24,3,DFWDEN,11.50226873,DFW,DEN,11.65,9.109133646
2012/10/24,3,BOSLGA,13.28397363,BOS,LGA,6.076923077,5.693000651
2012/10/24,3,ATLDTW,10.95660338,ATL,DTW,8.722222222,7.152174129
2012/10/24,3,DENSEA,10.61238242,DEN,SEA,9.952380952,8.102321831
2012/10/25,4,DFWPHL,11.57511363,DFW,PHL,11.57142857,9.135488102
2012/10/25,4,LGAMIA,11.36856502,LGA,MIA,14.08333333,11.06469775
2012/10/25,4,ATLEWR,11.40186904,ATL,EWR,8.277777778,6.858275856
2012/10/25,4,DFWDEN,11.77123239,DFW,DEN,8.9,6.365201448
2012/10/25,4,LAXIAH,10.83204493,LAX,IAH,13.77777778,9.516517355
2012/10/25,4,EWRORD,12.17992844,EWR,ORD,11.4,9.016943116
2012/10/25,4,JFKLAS,11.12671902,JFK,LAS,15.63636364,10.75528411
2012/10/25,4,ORDIAH,11.21543297,ORD,IAH,11.57142857,9.426406678
2012/10/25,4,SFOATL,11.19249325,SFO,ATL,9.944444444,7.549618005
2012/10/25,4,DENATL,11.37694695,DEN,ATL,12.13043478,10.12783899
2012/10/25,4,LGADTW,11.19249325,LGA,DTW,7.375,6.312685641
2012/10/25,4,LASJFK,11.73362391,LAS,JFK,16,11.1467484
2012/10/25,4,EWRLAX,10.83204493,EWR,LAX,13.84,10.07753277
2012/10/25,4,ORDSEA,11.04859343,ORD,SEA,12.54166667,8.826733931
2012/10/25,4,ORDMSP,12.66336672,ORD,MSP,12.9047619,10.59200058
2012/10/25,4,SFOEWR,11.71975785,SFO,EWR,14.62962963,10.25501059
2012/10/25,4,ORDSFO,12.40019498,ORD,SFO,12.20833333,8.187897573
2012/10/25,4,LASDEN,11.3044702,LAS,DEN,14.125,11.83330782
2012/10/25,4,DENLAX,11.55241587,DEN,LAX,11.27272727,7.78999247
2012/10/25,4,ORDLAX,12.35124268,ORD,LAX,14,10.74321491
2012/10/26,5,IAHORD,11.10265448,IAH,ORD,13.27272727,12.86997916
2012/10/26,5,JFKMCO,10.22125872,JFK,MCO,13.92,10.94653674
2012/10/26,5,SEADEN,11.04859343,SEA,DEN,9.210526316,7.835665946
2012/10/26,5,ATLBOS,11.63432418,ATL,BOS,10.22222222,8.808789431
2012/10/26,5,JFKMIA,10.32699416,JFK,MIA,15.88461538,12.46539826
2012/10/26,5,ORDDTW,11.18787125,ORD,DTW,10.05555556,7.899904856
2012/10/26,5,LGAATL,12.72323273,LGA,ATL,12.88888889,9.613025352
2012/10/26,5,ORDEWR,12.19886236,ORD,EWR,10.63636364,6.70852659
2012/10/26,5,ATLORD,12.03585416,ATL,ORD,11.04545455,9.110314786
2012/10/26,5,LASLAX,11.94867584,LAS,LAX,17.28571429,11.97932392
2012/10/26,5,SFODFW,11.36014525,SFO,DFW,11.1,8.795333691
2012/10/26,5,IAHLAX,10.65597315,IAH,LAX,8.823529412,6.463699542
2012/10/26,5,ORDLAS,10.89806866,ORD,LAS,12.44,8.165374047
2012/10/26,5,ORDLGA,13.48617494,ORD,LGA,13,7.937253933
2012/10/26,5,MCOATL,12.58189506,MCO,ATL,13.17857143,9.809494914
2012/10/26,5,LASJFK,11.40599054,LAS,JFK,16.35294118,11.47297841
2012/10/27,6,SEAORD,9.511127243,SEA,ORD,11.15,8.499380782
2012/10/27,6,BOSLGA,7.785131052,BOS,LGA,9.545454545,13.32188903
2012/10/27,6,BOSORD,10.56774839,BOS,ORD,12.7826087,10.75747741
2012/10/27,6,ATLMIA,9.674348761,ATL,MIA,13.08333333,9.329321084
2012/10/27,6,SFOORD,11.04859343,SFO,ORD,14.66666667,10.36265484
2012/10/27,6,JFKMCO,10.2290133,JFK,MCO,17.25806452,12.21192789
2012/10/27,6,MIALGA,10.19779959,MIA,LGA,12.13636364,8.881738647
2012/10/27,6,DTWLGA,9.511127243,DTW,LGA,11.36363636,8.168146345
2012/10/27,6,DFWORD,10.76939863,DFW,ORD,12.47826087,9.471822159
2012/10/27,6,LAXATL,11.01335667,LAX,ATL,15.61290323,11.93503922
2012/10/27,6,ATLPHL,10.31225119,ATL,PHL,9.631578947,6.841138033
2012/10/27,6,ATLMSP,9.765837305,ATL,MSP,12.625,9.449235074
2012/10/27,6,CLTATL,8.799885996,CLT,ATL,10.94444444,9.219367225
2012/10/27,6,ATLDTW,9.578139569,ATL,DTW,11.65,10.86411282
2012/10/28,7,MCOATL,11.02853973,MCO,ATL,13.25925926,9.800284896
2012/10/28,7,SFODEN,10.93022421,SFO,DEN,12.19230769,8.644162103
2012/10/28,7,ORDDTW,10.508746,ORD,DTW,11.95,11.49588027
2012/10/28,7,DTWORD,10.37053642,DTW,ORD,10.84210526,8.661942032
2012/10/28,7,LAXSFO,12.49440571,LAX,SFO,15.83333333,11.92818549
2012/10/28,7,LASDFW,10.58700821,LAS,DFW,12.47826087,9.529235232
2012/10/28,7,ATLMSP,10.7809465,ATL,MSP,13.38461538,10.61348924
2012/10/28,7,ATLDFW,11.64521988,ATL,DFW,9.7,8.182780379
2012/10/28,7,PHLMCO,10.86534895,PHL,MCO,15.55172414,12.22873141
2012/10/28,7,LGADTW,10.4615289,LGA,DTW,11,7.968688725
2012/10/28,7,BOSLGA,9.725728753,BOS,LGA,4.666666667,3.626501779
2012/10/28,7,MIALGA,10.99291838,MIA,LGA,14.75862069,11.0604029
2012/10/28,7,LAXSEA,11.22453043,LAX,SEA,14.23333333,9.960900573
2012/10/28,7,ORDDFW,11.96094546,ORD,DFW,13.92592593,9.603388528
2012/10/28,7,ORDLAS,11.05357334,ORD,LAS,14.51851852,10.3973753
2012/10/28,7,ORDSEA,10.78669374,ORD,SEA,14.07692308,10.26030439
2012/10/28,7,EWRSFO,11.11231759,EWR,SFO,12.34782609,9.138374113
2012/10/28,7,SFOBOS,10.98777361,SFO,BOS,11.83333333,7.630981854
2012/10/28,7,DFWPHL,9.909000334,DFW,PHL,9.1,6.608606828
2012/10/28,7,LASJFK,10.82643597,LAS,JFK,13.68965517,9.354538426
2012/10/29,1,JFKMIA,9.161982256,JFK,MIA,16.44444444,13.42596031
2012/10/29,1,PHXORD,10.58061035,PHX,ORD,12.81818182,11.15960557
2012/10/29,1,DTWORD,11.68108591,DTW,ORD,8.631578947,6.841138033
2012/10/29,1,MCOATL,11.63796316,MCO,ATL,11.52173913,7.644781733
2012/10/29,1,CLTATL,11.06349345,CLT,ATL,7.066666667,5.969765091
2012/10/29,1,SEAORD,10.5220199,SEA,ORD,11.04761905,8.38734875
2012/10/29,1,MSPDEN,11.01843144,MSP,DEN,8,7.474400756
2012/10/29,1,EWRSFO,9.890535077,EWR,SFO,11.29411765,8.229251985
2012/10/29,1,DFWLAX,11.94559578,DFW,LAX,13.15384615,8.610190742
2012/10/29,1,SFOBOS,9.775731099,SFO,BOS,11,7.438637868
2012/10/29,1,IAHORD,11.01843144,IAH,ORD,11.8,10.486081
2012/10/29,1,MCOPHL,10.25971319,MCO,PHL,15.85185185,11.59145476
2012/10/29,1,LASJFK,9.715565373,LAS,JFK,16.77142857,11.44317344
2012/10/29,1,DFWLGA,9.972225906,DFW,LGA,11.14285714,7.818476286
2012/10/29,1,JFKSFO,11.15519249,JFK,SFO,16.4137931,13.06991431
2012/10/30,2,ORDLAS,10.71056171,ORD,LAS,14.85185185,10.94989885
2012/10/30,2,LGACLT,10.07586233,LGA,CLT,8.2,9.313584549
2012/10/30,2,ORDLGA,11.38944962,ORD,LGA,13.91304348,12.49695615
2012/10/30,2,CLTATL,10.95660338,CLT,ATL,6.846153846,5.367279787
2012/10/30,2,LASDEN,10.27487567,LAS,DEN,10.55,7.646636688
2012/10/30,2,MIAJFK,8.84918338,MIA,JFK,14.65384615,11.97979067
2012/10/30,2,DENPHX,10.61238242,DEN,PHX,7.266666667,4.891197146
2012/10/30,2,DFWLGA,9.229317214,DFW,LGA,10.94444444,8.947377021
2012/10/30,2,DENMSP,10.48191135,DEN,MSP,8.3125,6.67051972
2012/10/30,2,ORDSFO,11.75423158,ORD,SFO,15.16666667,11.41711762
2012/10/30,2,SFOBOS,10.73431968,SFO,BOS,12.57692308,9.325976954
2012/10/30,2,ATLCLT,10.96183473,ATL,CLT,7.8125,6.503524685
2012/10/30,2,SFOEWR,9.268581312,SFO,EWR,12.42857143,9.437009211
2012/10/30,2,ORDPHX,10.45468494,ORD,PHX,11.09090909,7.608948935
2012/10/30,2,BOSLAX,10.04195275,BOS,LAX,12.8,8.86942313
2012/10/30,2,DTWORD,11.25155953,DTW,ORD,12.60869565,10.43045859
2012/10/30,2,PHLDFW,8.307249713,PHL,DFW,9.142857143,7.940714392
2012/10/30,2,DFWLAX,11.46275505,DFW,LAX,14.20833333,11.20938724
2012/10/30,2,SFOLAS,10.85983942,SFO,LAS,15.41935484,10.8866101
2012/10/31,3,MIAATL,10.79242331,MIA,ATL,11.09090909,7.431651043
2012/10/31,3,LAXDEN,10.60607116,LAX,DEN,13.65217391,10.52101229
2012/10/31,3,PHLORD,11.13625856,PHL,ORD,7,6.445033866
2012/10/31,3,MSPATL,10.561284,MSP,ATL,10.27272727,7.381971721
2012/10/31,3,DFWSFO,10.74608613,DFW,SFO,10.11764706,8.184454418
2012/10/31,3,DENORD,10.4886563,DEN,ORD,9.5625,8.445659635
2012/10/31,3,LGADTW,9.653393757,LGA,DTW,11.52631579,9.263839023
2012/10/31,3,DENLAS,10.356135,DEN,LAS,11.69565217,8.070342916
2012/10/31,3,DFWATL,11.45475085,DFW,ATL,10.38888889,8.548401219
2012/10/31,3,ORDLAS,10.71056171,ORD,LAS,11.86956522,10.2127565
2012/10/31,3,LAXATL,11.1074923,LAX,ATL,13.56521739,10.87041894
2012/10/31,3,LAXLAS,11.21086754,LAX,LAS,14.68965517,10.78723931
2012/10/31,3,EWRSFO,9.294305524,EWR,SFO,15,13.16719408
2012/10/31,3,LAXORD,11.82461638,LAX,ORD,13.92,10.55114528
2012/11/1,4,MCOEWR,10.87084226,MCO,EWR,14.4137931,10.94309058
2012/11/1,4,ATLDFW,11.74738763,ATL,DFW,11.91304348,9.995058067
2012/11/1,4,DENDFW,11.40599054,DEN,DFW,10.05263158,7.59000574
2012/11/1,4,ORDBOS,12.14701625,ORD,BOS,11.3,9.974177185
2012/11/1,4,SEAORD,10.52862159,SEA,ORD,11.8,10.0974202
2012/11/1,4,DENATL,10.91956718,DEN,ATL,9.105263158,5.820411754
2012/11/1,4,ORDATL,12.22558167,ORD,ATL,12.86956522,10.06029255
2012/11/1,4,ORDDFW,12.61448137,ORD,DFW,13.11111111,9.644980095
2012/11/1,4,ATLMSP,10.63118906,ATL,MSP,10.1,8.540306909
2012/11/2,5,ATLMCO,11.45875724,ATL,MCO,15.03571429,10.80974232
2012/11/2,5,ORDSEA,10.14997708,ORD,SEA,12.80952381,10.72669123
2012/11/2,5,LGADFW,10.40606085,LGA,DFW,9.15,6.776701573
2012/11/2,5,JFKMIA,10.14188607,JFK,MIA,16.66666667,13
2012/11/2,5,ORDLAX,12.01220914,ORD,LAX,15.5,11.87746076
2012/11/2,5,ATLSFO,10.71652964,ATL,SFO,10.52631579,7.939832219
2012/11/2,5,SFOATL,10.60607116,SFO,ATL,8.1875,6.134261705
2012/11/2,5,DTWLGA,10.24442641,DTW,LGA,13.68181818,10.87761513
2012/11/2,5,EWRORD,10.70457462,EWR,ORD,12.04761905,10.53791341
2012/11/2,5,DENORD,10.64980794,DEN,ORD,10.31578947,8.124398313
2012/11/2,5,LGAMIA,11.18787125,LGA,MIA,16.2,11.75144892
2012/11/2,5,ATLMSP,10.5220199,ATL,MSP,9.210526316,5.968239526
2012/11/2,5,DENDFW,11.25602654,DEN,DFW,10.5,7.897367983
2012/11/2,5,BOSATL,11.15519249,BOS,ATL,12.25,10.38660575
2012/11/2,5,MSPDEN,10.66211806,MSP,DEN,10,9.295160031
2012/11/2,5,DFWLAS,10.1337598,DFW,LAS,7.777777778,5.61044777
2012/11/2,5,ORDATL,11.73016705,ORD,ATL,11.5,9.389243566
2012/11/2,5,DENMSP,10.58700821,DEN,MSP,6.5,4.183300133
2012/11/2,5,PHLDFW,9.998679906,PHL,DFW,7.733333333,5.496319115
2012/11/3,6,SFOEWR,9.881233433,SFO,EWR,11.6,9.944054029
2012/11/3,6,ATLBOS,9.307035783,ATL,BOS,9.0625,7.018724955
2012/11/3,6,LAXDEN,9.735837048,LAX,DEN,14,11.96423241
2012/11/3,6,MCOPHL,9.843555873,MCO,PHL,18.57142857,12.45293661
2012/11/3,6,BOSEWR,9.09212481,BOS,EWR,9.8,9.777525249
2012/11/3,6,JFKMCO,10.16605456,JFK,MCO,17.85714286,12.50210066
2012/11/3,6,DFWSFO,9.307035783,DFW,SFO,9.941176471,8.71400158
2012/11/3,6,DFWDEN,9.567136731,DFW,DEN,8.352941176,5.600682731
2012/11/3,6,CLTLGA,9.499720628,CLT,LGA,10.11111111,7.737524219
2012/11/3,6,ORDDTW,8.492869996,ORD,DTW,7.6,5.565197981
2012/11/3,6,ORDSFO,10.48191135,ORD,SFO,15,10.53200251
2012/11/3,6,ORDIAH,8.989708254,ORD,IAH,11.6875,10.54968404
2012/11/3,6,BOSSFO,10.15803314,BOS,SFO,11.47619048,7.131753274
2012/11/3,6,SEADEN,9.511127243,SEA,DEN,10.0625,9.532182331
2012/11/3,6,DFWBOS,8.959382776,DFW,BOS,11.31578947,10.45653773
2012/11/3,6,DENORD,9.533733287,DEN,ORD,9.294117647,5.565122482
2012/11/3,6,DFWATL,10.14188607,DFW,ATL,9.529411765,8.768677545
2012/11/3,6,SFOJFK,11.150477,SFO,JFK,16.9375,11.78828697
2012/11/3,6,ORDATL,9.890535077,ORD,ATL,8.777777778,5.704029077
2012/11/3,6,LASLAX,11.64521988,LAS,LAX,19.17948718,12.95512862
2012/11/3,6,DENSEA,9.24249731,DEN,SEA,10.10526316,7.21029154
2012/11/3,6,SFOLAS,10.28241094,SFO,LAS,15.61538462,11.95015288
2012/11/4,7,MSPDEN,9.981085665,MSP,DEN,8.764705882,8.764483811
2012/11/4,7,JFKSFO,11.8797109,JFK,SFO,13.11538462,10.23064777
2012/11/4,7,BOSPHL,10.34162149,BOS,PHL,9.277777778,10.07504521
2012/11/4,7,LAXDEN,10.7809465,LAX,DEN,15.81481481,11.34099791
2012/11/4,7,MSPATL,10.05048812,MSP,ATL,9.777777778,9.625673731
2012/11/4,7,DENSEA,10.66211806,DEN,SEA,12,10.40748718
2012/11/4,7,SFOLAX,12.37587944,SFO,LAX,16.46875,12.1229837
2012/11/4,7,MIAJFK,10.33432217,MIA,JFK,14.72413793,10.34026993
2012/11/4,7,LGAATL,10.97225362,LGA,ATL,8.777777778,7.945072876
2012/11/4,7,LGAMIA,10.18199462,LGA,MIA,10.15789474,9.275194864
2012/11/4,7,EWRBOS,9.8624898,EWR,BOS,11.55555556,10.5731192
2012/11/4,7,EWRMCO,11.02853973,EWR,MCO,16.33333333,11.41727492
2012/11/4,7,ATLMCO,11.50617444,ATL,MCO,10.52173913,7.512834868
2012/11/4,7,DTWATL,10.02476391,DTW,ATL,10.1875,9.093724943
2012/11/5,1,SEALAX,10.84321248,SEA,LAX,10.72727273,8.229921125
2012/11/5,1,CLTATL,10.5352,CLT,ATL,9.875,10.36580918
2012/11/5,1,ATLMCO,11.96705014,ATL,MCO,11.45454545,10.27121393
2012/11/5,1,DENSEA,10.75777881,DEN,SEA,7.555555556,5.249338583
2012/11/5,1,SEASFO,11.41010294,SEA,SFO,8.764705882,6.5434071
2012/11/5,1,SFOEWR,9.890535077,SFO,EWR,10.5,7.612316889
2012/11/5,1,LAXBOS,10.8208101,LAX,BOS,12.71428571,9.613234925
2012/11/5,1,MIAATL,10.33432217,MIA,ATL,13.66666667,10.72853435
2012/11/5,1,ATLEWR,11.00316552,ATL,EWR,10.31818182,8.085179644
2012/11/5,1,BOSSFO,11.84424789,BOS,SFO,10.95238095,7.940253085
2012/11/5,1,ORDDEN,11.10265448,ORD,DEN,7.75,5.183306538
2012/11/5,1,LGABOS,11.8311832,LGA,BOS,7,5.631543813
2012/11/5,1,LAXEWR,9.853046864,LAX,EWR,11,9.073771726
